student_track_id,student_id,track_id,date_enrolled,date_completed,track_id,track_name,track_complete,days_for_completion,completion_bucket
2508,255047,1,2022-04-25,NULL,1,"Data Scientist",0,NULL,NULL
2509,255048,1,2022-03-13,NULL,1,"Data Scientist",0,NULL,NULL
2510,255059,1,2022-03-02,NULL,1,"Data Scientist",0,NULL,NULL
2511,255129,1,2022-01-09,NULL,1,"Data Scientist",0,NULL,NULL
2512,255149,3,2022-10-03,NULL,3,"Business Analyst",0,NULL,NULL
2513,255153,3,2022-01-18,NULL,3,"Business Analyst",0,NULL,NULL
2514,255180,2,2022-08-15,NULL,2,"Data Analyst",0,NULL,NULL
2515,255204,3,2022-03-27,NULL,3,"Business Analyst",0,NULL,NULL
2516,255204,2,2022-07-17,NULL,2,"Data Analyst",0,NULL,NULL
2517,255220,2,2022-01-25,NULL,2,"Data Analyst",0,NULL,NULL
2518,255232,3,2022-03-29,NULL,3,"Business Analyst",0,NULL,NULL
2519,255232,2,2022-03-29,NULL,2,"Data Analyst",0,NULL,NULL
2520,255232,1,2022-03-29,NULL,1,"Data Scientist",0,NULL,NULL
2521,255257,2,2022-09-04,NULL,2,"Data Analyst",0,NULL,NULL
2522,255257,1,2022-02-24,NULL,1,"Data Scientist",0,NULL,NULL
2523,255267,2,2022-02-04,NULL,2,"Data Analyst",0,NULL,NULL
2524,255267,1,2022-04-22,NULL,1,"Data Scientist",0,NULL,NULL
2525,255282,3,2022-03-16,2022-10-04,3,"Business Analyst",1,202,"91 to 365 days"
2526,255342,3,2022-09-30,NULL,3,"Business Analyst",0,NULL,NULL
2527,255342,1,2022-08-17,NULL,1,"Data Scientist",0,NULL,NULL
2528,255354,3,2022-02-24,NULL,3,"Business Analyst",0,NULL,NULL
2529,255377,2,2022-02-04,NULL,2,"Data Analyst",0,NULL,NULL
2530,255377,1,2022-03-16,NULL,1,"Data Scientist",0,NULL,NULL
2531,255388,3,2022-02-08,NULL,3,"Business Analyst",0,NULL,NULL
2532,255388,2,2022-02-08,NULL,2,"Data Analyst",0,NULL,NULL
2533,255409,3,2022-01-14,NULL,3,"Business Analyst",0,NULL,NULL
2534,255534,3,2022-04-21,NULL,3,"Business Analyst",0,NULL,NULL
2535,255534,2,2022-04-20,NULL,2,"Data Analyst",0,NULL,NULL
2536,255634,2,2022-02-07,NULL,2,"Data Analyst",0,NULL,NULL
2537,255668,2,2022-01-25,NULL,2,"Data Analyst",0,NULL,NULL
2538,255757,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2539,255759,3,2022-10-19,NULL,3,"Business Analyst",0,NULL,NULL
2540,255768,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2541,255806,1,2022-01-09,NULL,1,"Data Scientist",0,NULL,NULL
2542,255827,2,2022-02-01,NULL,2,"Data Analyst",0,NULL,NULL
2543,255838,2,2022-02-18,NULL,2,"Data Analyst",0,NULL,NULL
2544,255872,3,2022-03-26,NULL,3,"Business Analyst",0,NULL,NULL
2545,255876,2,2022-08-15,NULL,2,"Data Analyst",0,NULL,NULL
2546,255924,2,2022-02-03,NULL,2,"Data Analyst",0,NULL,NULL
2547,255997,2,2022-01-11,NULL,2,"Data Analyst",0,NULL,NULL
2548,256022,1,2022-03-11,NULL,1,"Data Scientist",0,NULL,NULL
2549,256144,3,2022-07-30,NULL,3,"Business Analyst",0,NULL,NULL
2550,256193,2,2022-09-11,NULL,2,"Data Analyst",0,NULL,NULL
2551,256244,2,2022-08-11,NULL,2,"Data Analyst",0,NULL,NULL
2552,256244,1,2022-08-12,NULL,1,"Data Scientist",0,NULL,NULL
2553,256386,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2554,256393,1,2022-09-30,NULL,1,"Data Scientist",0,NULL,NULL
2555,256409,2,2022-06-21,NULL,2,"Data Analyst",0,NULL,NULL
2556,256423,3,2022-01-26,NULL,3,"Business Analyst",0,NULL,NULL
2557,256432,3,2022-03-09,NULL,3,"Business Analyst",0,NULL,NULL
2558,256432,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2559,256432,1,2022-03-30,NULL,1,"Data Scientist",0,NULL,NULL
2560,256443,2,2022-01-05,2022-03-03,2,"Data Analyst",1,57,"31 to 60 days"
2561,256448,3,2022-02-05,NULL,3,"Business Analyst",0,NULL,NULL
2562,256448,2,2022-06-15,NULL,2,"Data Analyst",0,NULL,NULL
2563,256448,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2564,256568,2,2022-06-24,NULL,2,"Data Analyst",0,NULL,NULL
2565,256570,3,2022-01-15,NULL,3,"Business Analyst",0,NULL,NULL
2566,256598,1,2022-05-05,NULL,1,"Data Scientist",0,NULL,NULL
2567,256625,1,2022-10-07,NULL,1,"Data Scientist",0,NULL,NULL
2568,256654,2,2022-05-08,NULL,2,"Data Analyst",0,NULL,NULL
2569,256670,3,2022-03-15,NULL,3,"Business Analyst",0,NULL,NULL
2570,256670,1,2022-05-22,NULL,1,"Data Scientist",0,NULL,NULL
2571,256703,3,2022-04-25,NULL,3,"Business Analyst",0,NULL,NULL
2572,256703,2,2022-04-25,NULL,2,"Data Analyst",0,NULL,NULL
2573,256747,1,2022-03-31,NULL,1,"Data Scientist",0,NULL,NULL
2574,256790,2,2022-04-29,NULL,2,"Data Analyst",0,NULL,NULL
2575,256838,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2576,256838,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2577,256888,2,2022-01-11,NULL,2,"Data Analyst",0,NULL,NULL
2578,256947,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2579,257027,2,2022-02-06,NULL,2,"Data Analyst",0,NULL,NULL
2580,257035,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2581,257129,2,2022-01-27,NULL,2,"Data Analyst",0,NULL,NULL
2582,257129,1,2022-01-27,NULL,1,"Data Scientist",0,NULL,NULL
2583,257155,1,2022-02-02,NULL,1,"Data Scientist",0,NULL,NULL
2584,257162,1,2022-08-16,NULL,1,"Data Scientist",0,NULL,NULL
2585,257213,3,2022-01-11,NULL,3,"Business Analyst",0,NULL,NULL
2586,257233,2,2022-01-10,NULL,2,"Data Analyst",0,NULL,NULL
2587,257244,1,2022-02-25,NULL,1,"Data Scientist",0,NULL,NULL
2588,257247,2,2022-03-05,NULL,2,"Data Analyst",0,NULL,NULL
2589,257254,1,2022-01-08,NULL,1,"Data Scientist",0,NULL,NULL
2590,257281,2,2022-02-25,NULL,2,"Data Analyst",0,NULL,NULL
2591,257305,2,2022-08-30,NULL,2,"Data Analyst",0,NULL,NULL
2592,257397,1,2022-03-12,NULL,1,"Data Scientist",0,NULL,NULL
2593,257404,2,2022-03-29,NULL,2,"Data Analyst",0,NULL,NULL
2594,257509,2,2022-01-23,NULL,2,"Data Analyst",0,NULL,NULL
2595,257521,3,2022-01-04,NULL,3,"Business Analyst",0,NULL,NULL
2596,257548,1,2022-08-11,NULL,1,"Data Scientist",0,NULL,NULL
2597,257630,2,2022-01-11,NULL,2,"Data Analyst",0,NULL,NULL
2598,257648,3,2022-03-27,NULL,3,"Business Analyst",0,NULL,NULL
2599,257651,3,2022-05-26,NULL,3,"Business Analyst",0,NULL,NULL
2600,257729,1,2022-08-03,NULL,1,"Data Scientist",0,NULL,NULL
2601,257766,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2602,257826,3,2022-01-11,NULL,3,"Business Analyst",0,NULL,NULL
2603,257954,2,2022-01-10,NULL,2,"Data Analyst",0,NULL,NULL
2604,257984,1,2022-01-12,NULL,1,"Data Scientist",0,NULL,NULL
2605,258014,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2606,258058,1,2022-02-15,NULL,1,"Data Scientist",0,NULL,NULL
2607,258082,1,2022-04-08,NULL,1,"Data Scientist",0,NULL,NULL
2608,258097,2,2022-02-17,NULL,2,"Data Analyst",0,NULL,NULL
2609,258137,1,2022-02-12,NULL,1,"Data Scientist",0,NULL,NULL
2610,258154,1,2022-04-22,NULL,1,"Data Scientist",0,NULL,NULL
2611,258162,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2612,258201,2,2022-01-21,NULL,2,"Data Analyst",0,NULL,NULL
2613,258211,1,2022-05-07,NULL,1,"Data Scientist",0,NULL,NULL
2614,258311,1,2022-02-22,NULL,1,"Data Scientist",0,NULL,NULL
2615,258320,2,2022-01-13,NULL,2,"Data Analyst",0,NULL,NULL
2616,258325,1,2022-01-09,NULL,1,"Data Scientist",0,NULL,NULL
2617,258338,1,2022-03-25,NULL,1,"Data Scientist",0,NULL,NULL
2618,258374,2,2022-04-08,NULL,2,"Data Analyst",0,NULL,NULL
2619,258395,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2620,258434,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2621,258463,3,2022-02-09,NULL,3,"Business Analyst",0,NULL,NULL
2622,258475,2,2022-02-19,NULL,2,"Data Analyst",0,NULL,NULL
2623,258497,2,2022-03-17,NULL,2,"Data Analyst",0,NULL,NULL
2624,258543,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2625,258550,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2626,258559,3,2022-01-12,NULL,3,"Business Analyst",0,NULL,NULL
2627,258559,2,2022-08-25,NULL,2,"Data Analyst",0,NULL,NULL
2628,258581,2,2022-01-03,2023-02-27,2,"Data Analyst",1,420,"366+ days"
2629,258628,2,2022-07-03,NULL,2,"Data Analyst",0,NULL,NULL
2630,258636,3,2022-04-14,NULL,3,"Business Analyst",0,NULL,NULL
2631,258636,2,2022-04-14,NULL,2,"Data Analyst",0,NULL,NULL
2632,258636,1,2022-04-14,NULL,1,"Data Scientist",0,NULL,NULL
2633,258645,1,2022-01-14,NULL,1,"Data Scientist",0,NULL,NULL
2634,258648,2,2022-05-10,NULL,2,"Data Analyst",0,NULL,NULL
2635,258654,3,2022-07-20,NULL,3,"Business Analyst",0,NULL,NULL
2636,258654,2,2022-07-20,NULL,2,"Data Analyst",0,NULL,NULL
2637,258676,2,2022-01-17,NULL,2,"Data Analyst",0,NULL,NULL
2638,258682,2,2022-01-12,NULL,2,"Data Analyst",0,NULL,NULL
2639,258689,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2640,258695,3,2022-01-11,NULL,3,"Business Analyst",0,NULL,NULL
2641,258695,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2642,258703,1,2022-01-16,NULL,1,"Data Scientist",0,NULL,NULL
2643,258755,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2644,258800,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2645,258807,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2646,258818,3,2022-01-03,NULL,3,"Business Analyst",0,NULL,NULL
2647,258818,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2648,258818,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2649,258822,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2650,258824,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2651,258833,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2652,258840,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2653,258842,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2654,258844,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2655,258854,2,2022-02-16,NULL,2,"Data Analyst",0,NULL,NULL
2656,258857,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2657,258862,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2658,258865,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2659,258869,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2660,258878,1,2022-01-08,NULL,1,"Data Scientist",0,NULL,NULL
2661,258879,3,2022-01-01,NULL,3,"Business Analyst",0,NULL,NULL
2662,258886,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2663,258889,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2664,258893,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2665,258899,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2666,258900,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2667,258901,3,2022-01-01,NULL,3,"Business Analyst",0,NULL,NULL
2668,258901,2,2022-01-01,NULL,2,"Data Analyst",0,NULL,NULL
2669,258901,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2670,258903,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2671,258905,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2672,258906,2,2022-01-07,NULL,2,"Data Analyst",0,NULL,NULL
2673,258907,1,2022-01-01,NULL,1,"Data Scientist",0,NULL,NULL
2674,258911,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2675,258913,3,2022-04-09,NULL,3,"Business Analyst",0,NULL,NULL
2676,258913,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2677,258913,1,2022-04-20,NULL,1,"Data Scientist",0,NULL,NULL
2678,258919,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2679,258922,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2680,258924,3,2022-01-02,NULL,3,"Business Analyst",0,NULL,NULL
2681,258924,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2682,258924,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2683,258925,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2684,258926,3,2022-01-02,NULL,3,"Business Analyst",0,NULL,NULL
2685,258928,3,2022-01-02,NULL,3,"Business Analyst",0,NULL,NULL
2686,258928,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2687,258928,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2688,258930,1,2022-02-18,NULL,1,"Data Scientist",0,NULL,NULL
2689,258939,3,2022-01-02,NULL,3,"Business Analyst",0,NULL,NULL
2690,258942,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2691,258943,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2692,258951,2,2022-01-24,NULL,2,"Data Analyst",0,NULL,NULL
2693,258952,3,2022-01-02,NULL,3,"Business Analyst",0,NULL,NULL
2694,258954,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2695,258955,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2696,258955,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2697,258961,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2698,258961,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2699,258962,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2700,258965,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2701,258967,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2702,258968,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2703,258971,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2704,258973,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2705,258980,3,2022-01-08,NULL,3,"Business Analyst",0,NULL,NULL
2706,258984,2,2022-01-07,NULL,2,"Data Analyst",0,NULL,NULL
2707,258996,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2708,258997,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2709,259000,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2710,259002,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2711,259004,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2712,259007,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2713,259011,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2714,259014,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2715,259019,2,2022-08-30,NULL,2,"Data Analyst",0,NULL,NULL
2716,259021,3,2022-01-02,NULL,3,"Business Analyst",0,NULL,NULL
2717,259026,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2718,259028,1,2022-01-02,NULL,1,"Data Scientist",0,NULL,NULL
2719,259034,1,2022-01-16,NULL,1,"Data Scientist",0,NULL,NULL
2720,259039,1,2022-01-08,NULL,1,"Data Scientist",0,NULL,NULL
2721,259043,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2722,259045,1,2022-01-18,NULL,1,"Data Scientist",0,NULL,NULL
2723,259048,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2724,259051,2,2022-01-02,NULL,2,"Data Analyst",0,NULL,NULL
2725,259054,1,2022-01-27,NULL,1,"Data Scientist",0,NULL,NULL
2726,259055,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2727,259056,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2728,259060,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2729,259062,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2730,259069,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2731,259073,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2732,259076,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2733,259078,3,2022-01-03,NULL,3,"Business Analyst",0,NULL,NULL
2734,259082,2,2022-08-15,NULL,2,"Data Analyst",0,NULL,NULL
2735,259084,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2736,259089,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2737,259090,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2738,259095,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2739,259099,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2740,259105,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2741,259106,1,2022-03-28,NULL,1,"Data Scientist",0,NULL,NULL
2742,259108,2,2022-01-27,NULL,2,"Data Analyst",0,NULL,NULL
2743,259108,1,2022-01-27,NULL,1,"Data Scientist",0,NULL,NULL
2744,259115,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2745,259116,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2746,259118,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2747,259132,2,2022-02-06,NULL,2,"Data Analyst",0,NULL,NULL
2748,259134,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2749,259136,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2750,259141,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2751,259144,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2752,259150,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2753,259154,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2754,259155,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2755,259160,3,2022-04-14,NULL,3,"Business Analyst",0,NULL,NULL
2756,259160,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2757,259161,1,2022-01-03,NULL,1,"Data Scientist",0,NULL,NULL
2758,259163,2,2022-01-03,NULL,2,"Data Analyst",0,NULL,NULL
2759,259169,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2760,259170,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2761,259171,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2762,259172,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2763,259173,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2764,259174,2,2022-01-08,NULL,2,"Data Analyst",0,NULL,NULL
2765,259178,2,2022-06-18,NULL,2,"Data Analyst",0,NULL,NULL
2766,259179,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2767,259182,2,2022-07-28,NULL,2,"Data Analyst",0,NULL,NULL
2768,259186,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2769,259187,2,2022-01-07,NULL,2,"Data Analyst",0,NULL,NULL
2770,259207,2,2022-01-28,NULL,2,"Data Analyst",0,NULL,NULL
2771,259209,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2772,259217,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2773,259218,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2774,259221,3,2022-01-04,NULL,3,"Business Analyst",0,NULL,NULL
2775,259221,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2776,259231,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2777,259238,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2778,259239,2,2022-03-26,NULL,2,"Data Analyst",0,NULL,NULL
2779,259240,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2780,259240,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2781,259242,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2782,259247,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2783,259247,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2784,259254,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2785,259256,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2786,259258,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2787,259260,1,2022-01-08,NULL,1,"Data Scientist",0,NULL,NULL
2788,259261,1,2022-01-07,NULL,1,"Data Scientist",0,NULL,NULL
2789,259262,2,2022-01-18,NULL,2,"Data Analyst",0,NULL,NULL
2790,259266,3,2022-01-04,NULL,3,"Business Analyst",0,NULL,NULL
2791,259266,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2792,259267,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2793,259268,3,2022-01-04,NULL,3,"Business Analyst",0,NULL,NULL
2794,259273,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2795,259276,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2796,259276,1,2022-02-17,NULL,1,"Data Scientist",0,NULL,NULL
2797,259278,3,2022-01-04,NULL,3,"Business Analyst",0,NULL,NULL
2798,259278,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2799,259278,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2800,259283,1,2022-01-04,NULL,1,"Data Scientist",0,NULL,NULL
2801,259284,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2802,259291,2,2022-01-04,NULL,2,"Data Analyst",0,NULL,NULL
2803,259304,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2804,259305,1,2022-01-05,NULL,1,"Data Scientist",0,NULL,NULL
2805,259316,1,2022-01-05,NULL,1,"Data Scientist",0,NULL,NULL
2806,259328,3,2022-01-05,NULL,3,"Business Analyst",0,NULL,NULL
2807,259333,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2808,259334,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2809,259343,2,2022-01-18,NULL,2,"Data Analyst",0,NULL,NULL
2810,259353,2,2022-01-15,NULL,2,"Data Analyst",0,NULL,NULL
2811,259354,3,2022-01-05,NULL,3,"Business Analyst",0,NULL,NULL
2812,259354,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2813,259355,1,2022-01-05,NULL,1,"Data Scientist",0,NULL,NULL
2814,259358,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2815,259359,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2816,259361,1,2022-07-28,NULL,1,"Data Scientist",0,NULL,NULL
2817,259364,3,2022-01-15,NULL,3,"Business Analyst",0,NULL,NULL
2818,259364,2,2022-01-15,NULL,2,"Data Analyst",0,NULL,NULL
2819,259365,1,2022-01-05,NULL,1,"Data Scientist",0,NULL,NULL
2820,259381,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2821,259383,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2822,259383,1,2022-01-05,NULL,1,"Data Scientist",0,NULL,NULL
2823,259388,2,2022-01-05,NULL,2,"Data Analyst",0,NULL,NULL
2824,259400,2,2022-01-12,NULL,2,"Data Analyst",0,NULL,NULL
2825,259402,3,2022-03-13,NULL,3,"Business Analyst",0,NULL,NULL
2826,259402,2,2022-03-13,NULL,2,"Data Analyst",0,NULL,NULL
2827,259418,1,2022-01-28,NULL,1,"Data Scientist",0,NULL,NULL
2828,259438,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2829,259445,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2830,259447,3,2022-01-06,NULL,3,"Business Analyst",0,NULL,NULL
2831,259447,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2832,259449,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2833,259451,2,2022-01-10,NULL,2,"Data Analyst",0,NULL,NULL
2834,259452,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2835,259452,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2836,259454,2,2022-07-07,NULL,2,"Data Analyst",0,NULL,NULL
2837,259465,3,2022-01-06,NULL,3,"Business Analyst",0,NULL,NULL
2838,259480,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2839,259482,1,2022-01-08,NULL,1,"Data Scientist",0,NULL,NULL
2840,259483,1,2022-01-26,NULL,1,"Data Scientist",0,NULL,NULL
2841,259485,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2842,259486,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2843,259491,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2844,259494,1,2022-02-01,NULL,1,"Data Scientist",0,NULL,NULL
2845,259501,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2846,259504,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2847,259507,2,2022-01-25,NULL,2,"Data Analyst",0,NULL,NULL
2848,259508,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2849,259510,2,2022-02-09,NULL,2,"Data Analyst",0,NULL,NULL
2850,259510,1,2022-01-07,NULL,1,"Data Scientist",0,NULL,NULL
2851,259523,2,2022-01-06,NULL,2,"Data Analyst",0,NULL,NULL
2852,259524,2,2022-01-26,NULL,2,"Data Analyst",0,NULL,NULL
2853,259524,1,2022-05-28,NULL,1,"Data Scientist",0,NULL,NULL
2854,259527,1,2022-02-09,NULL,1,"Data Scientist",0,NULL,NULL
2855,259531,1,2022-01-08,NULL,1,"Data Scientist",0,NULL,NULL
2856,259533,3,2022-01-06,NULL,3,"Business Analyst",0,NULL,NULL
2857,259537,1,2022-01-06,NULL,1,"Data Scientist",0,NULL,NULL
2858,259541,1,2022-01-07,NULL,1,"Data Scientist",0,NULL,NULL
2859,259543,2,2022-01-07,NULL,2,"Data Analyst",0,NULL,NULL
2860,259545,2,2022-01-08,NULL,2,"Data Analyst",0,NULL,NULL
2861,259545,1,2022-01-08,NULL,1,"Data Scientist",0,NULL,NULL
2862,259546,2,2022-01-07,NULL,2,"Data Analyst",0,NULL,NULL
2863,259547,1,2022-01-07,NULL,1,"Data Scientist",0,NULL,NULL
2864,259548,3,2022-01-07,NULL,3,"Business Analyst",0,NULL,NULL
